,id,balls_played,total_runs,is_wicket,fantasy_point_batting,balls_bowled,wicket_taken,fantasy_point_bowling,total_fantasy_points
A Ashish Reddy,548329,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Ashish Reddy,548341,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Ashish Reddy,548346,10.0,12.0,1.0,10.0,28.0,1.0,25.0,35.0
A Ashish Reddy,548348,0.0,0.0,0.0,0.0,38.0,1.0,25.0,25.0
A Ashish Reddy,548352,6.0,3.0,1.0,1.0,13.0,1.0,25.0,26.0
A Ashish Reddy,548356,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Ashish Reddy,548359,16.0,14.0,1.0,12.0,25.0,2.0,50.0,62.0
A Ashish Reddy,548373,8.0,12.0,0.0,12.0,12.0,0.0,0.0,12.0
A Ashish Reddy,548376,5.0,5.0,1.0,3.0,50.0,3.0,75.0,78.0
A Ashish Reddy,598000,4.0,8.0,0.0,8.0,24.0,1.0,25.0,33.0
A Ashish Reddy,598004,24.0,16.0,1.0,14.0,6.0,1.0,25.0,39.0
A Ashish Reddy,598010,18.0,18.0,1.0,16.0,0.0,0.0,0.0,16.0
A Ashish Reddy,598013,10.0,4.0,1.0,2.0,12.0,1.0,25.0,27.0
A Ashish Reddy,598018,15.0,21.0,0.0,21.0,0.0,0.0,0.0,21.0
A Ashish Reddy,598021,14.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0
A Ashish Reddy,598030,16.0,44.0,0.0,44.0,10.0,0.0,0.0,44.0
A Ashish Reddy,598032,11.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
A Ashish Reddy,598044,14.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
A Ashish Reddy,598048,4.0,3.0,1.0,1.0,12.0,0.0,0.0,1.0
A Ashish Reddy,829719,0.0,0.0,0.0,0.0,6.0,1.0,25.0,25.0
A Ashish Reddy,829727,9.0,16.0,0.0,16.0,12.0,0.0,0.0,16.0
A Ashish Reddy,829731,16.0,18.0,1.0,16.0,13.0,1.0,25.0,41.0
A Ashish Reddy,829759,8.0,27.0,0.0,27.0,0.0,0.0,0.0,27.0
A Ashish Reddy,829773,6.0,7.0,1.0,5.0,24.0,2.0,50.0,55.0
A Ashish Reddy,829815,15.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
A Ashish Reddy,980907,36.0,40.0,1.0,38.0,11.0,0.0,0.0,38.0
A Ashish Reddy,980915,9.0,16.0,1.0,14.0,24.0,1.0,25.0,39.0
A Ashish Reddy,980953,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
A Chandila,548336,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Chandila,548365,0.0,0.0,0.0,0.0,48.0,4.0,100.0,100.0
A Chandila,548373,1.0,0.0,1.0,-2.0,48.0,1.0,25.0,23.0
A Chandila,548377,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Chandila,598014,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Chandila,598019,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Chandila,598023,6.0,4.0,0.0,4.0,48.0,0.0,0.0,4.0
A Chandila,598026,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Chandila,598032,0.0,0.0,0.0,0.0,18.0,2.0,50.0,50.0
A Chandila,598036,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Chandila,598047,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
A Chandila,598052,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Chopra,336010,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
A Chopra,336014,25.0,29.0,1.0,27.0,0.0,0.0,0.0,27.0
A Chopra,336017,18.0,16.0,1.0,14.0,0.0,0.0,0.0,14.0
A Chopra,336021,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
A Chopra,336035,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
A Chopra,392184,20.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
A Choudhary,1082591,4.0,8.0,1.0,6.0,28.0,1.0,25.0,31.0
A Choudhary,1082621,12.0,16.0,0.0,16.0,28.0,0.0,0.0,16.0
A Choudhary,1082628,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Choudhary,1082633,12.0,4.0,1.0,2.0,24.0,2.0,50.0,52.0
A Choudhary,1082636,0.0,0.0,0.0,0.0,34.0,1.0,25.0,25.0
A Dananjaya,1136569,5.0,4.0,0.0,4.0,50.0,0.0,0.0,4.0
A Flintoff,392181,50.0,37.0,1.0,35.0,24.0,1.0,25.0,60.0
A Flintoff,392185,14.0,27.0,0.0,27.0,36.0,1.0,25.0,52.0
A Flintoff,392189,36.0,18.0,1.0,16.0,24.0,0.0,0.0,16.0
A Kumble,335992,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Kumble,336002,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Kumble,336006,7.0,3.0,0.0,3.0,44.0,0.0,0.0,3.0
A Kumble,336010,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
A Kumble,336012,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Kumble,336016,1.0,5.0,0.0,5.0,50.0,0.0,0.0,5.0
A Kumble,336023,16.0,9.0,1.0,7.0,24.0,1.0,25.0,32.0
A Kumble,336026,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Kumble,336029,1.0,2.0,0.0,2.0,48.0,3.0,75.0,77.0
A Kumble,336034,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Kumble,392182,0.0,0.0,0.0,0.0,38.0,5.0,125.0,125.0
A Kumble,392185,10.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0
A Kumble,392188,2.0,1.0,0.0,1.0,24.0,0.0,0.0,1.0
A Kumble,392191,3.0,6.0,0.0,6.0,48.0,1.0,25.0,31.0
A Kumble,392194,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Kumble,392199,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Kumble,392204,4.0,2.0,1.0,0.0,48.0,2.0,50.0,50.0
A Kumble,392208,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
A Kumble,392213,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Kumble,392218,12.0,8.0,0.0,8.0,24.0,0.0,0.0,8.0
A Kumble,392221,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Kumble,392224,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Kumble,392232,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
A Kumble,392236,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Kumble,392238,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Kumble,392239,2.0,1.0,0.0,1.0,24.0,4.0,100.0,101.0
A Kumble,419109,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Kumble,419112,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
A Kumble,419115,0.0,0.0,0.0,0.0,23.0,5.0,125.0,125.0
A Kumble,419119,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Kumble,419123,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Kumble,419128,2.0,1.0,0.0,1.0,24.0,0.0,0.0,1.0
A Kumble,419133,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Kumble,419136,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Kumble,419140,2.0,1.0,0.0,1.0,24.0,1.0,25.0,26.0
A Kumble,419145,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Kumble,419148,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Kumble,419151,8.0,2.0,0.0,2.0,25.0,1.0,25.0,27.0
A Kumble,419154,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
A Kumble,419157,6.0,2.0,0.0,2.0,25.0,1.0,25.0,27.0
A Kumble,419162,6.0,2.0,0.0,2.0,26.0,1.0,25.0,27.0
A Kumble,419164,0.0,0.0,0.0,0.0,21.0,4.0,100.0,100.0
A Mishra,336015,5.0,4.0,1.0,2.0,40.0,2.0,50.0,52.0
A Mishra,336017,64.0,34.0,2.0,30.0,18.0,0.0,0.0,30.0
A Mishra,336020,0.0,0.0,0.0,0.0,48.0,5.0,125.0,125.0
A Mishra,336022,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,336032,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,336038,10.0,2.0,1.0,0.0,25.0,2.0,50.0,50.0
A Mishra,392194,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
A Mishra,392198,4.0,0.0,1.0,-2.0,52.0,3.0,75.0,73.0
A Mishra,392201,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,392206,16.0,14.0,0.0,14.0,18.0,0.0,0.0,14.0
A Mishra,392211,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Mishra,392215,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
A Mishra,392219,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
A Mishra,392223,3.0,2.0,1.0,0.0,36.0,0.0,0.0,0.0
A Mishra,392230,0.0,0.0,0.0,0.0,52.0,3.0,75.0,75.0
A Mishra,392235,8.0,16.0,0.0,16.0,25.0,0.0,0.0,16.0
A Mishra,392237,1.0,1.0,0.0,1.0,48.0,3.0,75.0,76.0
A Mishra,419108,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,419111,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Mishra,419114,10.0,3.0,1.0,1.0,25.0,1.0,25.0,26.0
A Mishra,419116,3.0,8.0,0.0,8.0,42.0,1.0,25.0,33.0
A Mishra,419120,2.0,0.0,1.0,-2.0,19.0,1.0,25.0,23.0
A Mishra,419128,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Mishra,419131,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Mishra,419134,0.0,0.0,0.0,0.0,52.0,4.0,100.0,100.0
A Mishra,419140,0.0,0.0,0.0,0.0,50.0,3.0,75.0,75.0
A Mishra,419144,12.0,4.0,0.0,4.0,26.0,0.0,0.0,4.0
A Mishra,419149,12.0,13.0,0.0,13.0,48.0,1.0,25.0,38.0
A Mishra,419152,34.0,13.0,1.0,11.0,18.0,0.0,0.0,11.0
A Mishra,419155,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Mishra,419160,20.0,5.0,1.0,3.0,24.0,1.0,25.0,28.0
A Mishra,501199,2.0,2.0,0.0,2.0,48.0,0.0,0.0,2.0
A Mishra,501203,12.0,17.0,0.0,17.0,24.0,2.0,50.0,67.0
A Mishra,501208,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Mishra,501212,1.0,0.0,1.0,-2.0,48.0,2.0,50.0,48.0
A Mishra,501216,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Mishra,501224,38.0,30.0,1.0,28.0,24.0,2.0,50.0,78.0
A Mishra,501229,1.0,0.0,1.0,-2.0,48.0,1.0,25.0,23.0
A Mishra,501236,10.0,2.0,2.0,-2.0,18.0,0.0,0.0,-2.0
A Mishra,501239,20.0,10.0,0.0,10.0,19.0,1.0,25.0,35.0
A Mishra,501243,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Mishra,501250,1.0,0.0,1.0,-2.0,42.0,1.0,25.0,23.0
A Mishra,501256,7.0,25.0,0.0,25.0,48.0,1.0,25.0,50.0
A Mishra,501259,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Mishra,501264,0.0,0.0,0.0,0.0,48.0,4.0,100.0,100.0
A Mishra,548314,2.0,0.0,1.0,-2.0,48.0,1.0,25.0,23.0
A Mishra,548321,7.0,7.0,1.0,5.0,26.0,0.0,0.0,5.0
A Mishra,548326,0.0,0.0,0.0,0.0,50.0,3.0,75.0,75.0
A Mishra,548329,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Mishra,548335,1.0,1.0,0.0,1.0,50.0,1.0,25.0,26.0
A Mishra,548341,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
A Mishra,548346,6.0,1.0,1.0,-1.0,50.0,0.0,0.0,-1.0
A Mishra,548348,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Mishra,548352,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
A Mishra,548356,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Mishra,548359,10.0,9.0,0.0,9.0,12.0,0.0,0.0,9.0
A Mishra,548366,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Mishra,548373,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Mishra,548376,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Mishra,598000,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Mishra,598004,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,598010,28.0,19.0,0.0,19.0,24.0,1.0,25.0,44.0
A Mishra,598013,2.0,1.0,0.0,1.0,18.0,0.0,0.0,1.0
A Mishra,598018,26.0,35.0,1.0,33.0,48.0,4.0,100.0,133.0
A Mishra,598021,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
A Mishra,598030,21.0,17.0,1.0,15.0,48.0,3.0,75.0,90.0
A Mishra,598032,33.0,28.0,1.0,26.0,24.0,0.0,0.0,26.0
A Mishra,598039,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Mishra,598044,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,598048,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
A Mishra,598051,16.0,6.0,0.0,6.0,25.0,0.0,0.0,6.0
A Mishra,598056,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Mishra,598060,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
A Mishra,598065,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Mishra,598069,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Mishra,598071,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Mishra,729285,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Mishra,729295,10.0,4.0,0.0,4.0,25.0,2.0,50.0,54.0
A Mishra,729301,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Mishra,729311,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
A Mishra,729317,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Mishra,733989,2.0,5.0,1.0,3.0,50.0,0.0,0.0,3.0
A Mishra,733993,0.0,0.0,0.0,0.0,18.0,2.0,50.0,50.0
A Mishra,734001,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Mishra,734007,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Mishra,734015,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Mishra,829707,10.0,5.0,1.0,3.0,24.0,1.0,25.0,28.0
A Mishra,829715,0.0,0.0,0.0,0.0,52.0,2.0,50.0,50.0
A Mishra,829725,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Mishra,829731,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Mishra,829739,1.0,1.0,0.0,1.0,38.0,0.0,0.0,1.0
A Mishra,829747,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Mishra,829757,4.0,2.0,1.0,0.0,26.0,0.0,0.0,0.0
A Mishra,829761,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,829767,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
A Mishra,829777,6.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0
A Mishra,829783,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
A Mishra,829793,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Mishra,980903,9.0,3.0,1.0,1.0,26.0,1.0,25.0,26.0
A Mishra,980913,0.0,0.0,0.0,0.0,19.0,4.0,100.0,100.0
A Mishra,980921,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Mishra,980933,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Mishra,980945,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Mishra,980951,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
A Mishra,980961,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
A Mishra,980965,0.0,0.0,0.0,0.0,54.0,1.0,25.0,25.0
A Mishra,980971,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
A Mishra,980983,0.0,0.0,0.0,0.0,18.0,2.0,50.0,50.0
A Mishra,980993,10.0,1.0,1.0,-1.0,24.0,1.0,25.0,24.0
A Mishra,980997,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Mishra,981003,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
A Mishra,981011,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Mishra,1082595,28.0,8.0,0.0,8.0,12.0,0.0,0.0,8.0
A Mishra,1082599,0.0,0.0,0.0,0.0,36.0,3.0,75.0,75.0
A Mishra,1082605,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Mishra,1082608,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Mishra,1082611,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Mishra,1082614,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Mishra,1082622,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Mishra,1082626,11.0,6.0,0.0,6.0,12.0,0.0,0.0,6.0
A Mishra,1082630,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Mishra,1082632,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
A Mishra,1082635,30.0,11.0,0.0,11.0,24.0,1.0,25.0,36.0
A Mishra,1082640,4.0,10.0,0.0,10.0,12.0,1.0,25.0,35.0
A Mishra,1082642,10.0,17.0,0.0,17.0,38.0,0.0,0.0,17.0
A Mishra,1082646,8.0,9.0,1.0,7.0,12.0,0.0,0.0,7.0
A Mishra,1136562,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Mishra,1136582,4.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0
A Mishra,1136586,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Mishra,1136590,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,1136592,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Mishra,1136596,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Mishra,1136602,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Mishra,1136605,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Mishra,1136612,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Mishra,1136615,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Mishra,1175360,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Mishra,1175365,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Mishra,1178405,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Mishra,1178409,18.0,12.0,0.0,12.0,18.0,1.0,25.0,37.0
A Mishra,1178412,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Mishra,1178415,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Mishra,1178421,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Mishra,1178425,22.0,9.0,1.0,7.0,18.0,0.0,0.0,7.0
A Mishra,1178428,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
A Mishra,1181766,6.0,2.0,1.0,0.0,24.0,1.0,25.0,25.0
A Mishra,1181767,3.0,7.0,0.0,7.0,48.0,1.0,25.0,32.0
A Mishra,1216515,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
A Mishra,1216532,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Mishra,1216539,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Mithun,392218,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
A Mithun,419140,8.0,6.0,1.0,4.0,20.0,1.0,25.0,29.0
A Mithun,501200,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
A Mithun,501205,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
A Mithun,501227,4.0,0.0,1.0,-2.0,29.0,2.0,50.0,48.0
A Mithun,501232,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Mithun,501244,3.0,7.0,0.0,7.0,38.0,0.0,0.0,7.0
A Mithun,501247,0.0,0.0,0.0,0.0,20.0,2.0,50.0,50.0
A Mithun,501255,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
A Mithun,501260,14.0,12.0,1.0,10.0,20.0,0.0,0.0,10.0
A Mithun,501266,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Mithun,501268,0.0,0.0,0.0,0.0,40.0,1.0,25.0,25.0
A Mithun,501270,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Mithun,501271,16.0,16.0,1.0,14.0,12.0,0.0,0.0,14.0
A Mithun,548356,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
A Mithun,598057,2.0,2.0,1.0,0.0,50.0,1.0,25.0,25.0
A Mukund,336033,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
A Mukund,598036,22.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
A Nehra,335985,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
A Nehra,335989,4.0,1.0,0.0,1.0,27.0,2.0,50.0,51.0
A Nehra,335991,20.0,3.0,0.0,3.0,18.0,2.0,50.0,53.0
A Nehra,335994,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Nehra,335997,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
A Nehra,336004,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Nehra,336008,0.0,0.0,0.0,0.0,18.0,3.0,75.0,75.0
A Nehra,336012,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
A Nehra,336018,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
A Nehra,336021,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
A Nehra,336024,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Nehra,336028,2.0,1.0,0.0,1.0,19.0,0.0,0.0,1.0
A Nehra,336032,0.0,0.0,0.0,0.0,46.0,1.0,25.0,25.0
A Nehra,336036,0.0,0.0,0.0,0.0,38.0,1.0,25.0,25.0
A Nehra,392189,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Nehra,392194,0.0,0.0,0.0,0.0,26.0,3.0,75.0,75.0
A Nehra,392198,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Nehra,392201,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
A Nehra,392206,0.0,0.0,0.0,0.0,26.0,3.0,75.0,75.0
A Nehra,392211,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
A Nehra,392215,0.0,0.0,0.0,0.0,28.0,2.0,50.0,50.0
A Nehra,392219,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
A Nehra,392223,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Nehra,392226,1.0,1.0,0.0,1.0,48.0,1.0,25.0,26.0
A Nehra,392230,0.0,0.0,0.0,0.0,38.0,1.0,25.0,25.0
A Nehra,392232,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Nehra,392237,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
A Nehra,419149,4.0,1.0,1.0,-1.0,24.0,0.0,0.0,-1.0
A Nehra,419152,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Nehra,419155,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
A Nehra,419160,32.0,27.0,0.0,27.0,24.0,2.0,50.0,77.0
A Nehra,548313,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Nehra,548319,5.0,4.0,1.0,2.0,36.0,0.0,0.0,2.0
A Nehra,548322,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Nehra,548327,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Nehra,548330,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Nehra,548333,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Nehra,548337,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Nehra,548341,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Nehra,548348,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Nehra,548351,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
A Nehra,548358,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Nehra,548365,16.0,10.0,0.0,10.0,24.0,3.0,75.0,85.0
A Nehra,548375,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Nehra,597998,1.0,0.0,1.0,-2.0,36.0,1.0,25.0,23.0
A Nehra,598001,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Nehra,598006,10.0,1.0,1.0,-1.0,24.0,3.0,75.0,74.0
A Nehra,598017,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
A Nehra,598028,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Nehra,598035,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Nehra,598040,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Nehra,598044,1.0,0.0,1.0,-2.0,26.0,1.0,25.0,23.0
A Nehra,598059,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Nehra,598062,2.0,0.0,1.0,-2.0,24.0,1.0,25.0,23.0
A Nehra,729283,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Nehra,734035,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
A Nehra,734045,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Nehra,734047,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
A Nehra,829707,0.0,0.0,0.0,0.0,50.0,4.0,100.0,100.0
A Nehra,829711,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
A Nehra,829723,4.0,3.0,0.0,3.0,54.0,0.0,0.0,3.0
A Nehra,829729,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
A Nehra,829735,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Nehra,829745,1.0,1.0,0.0,1.0,48.0,4.0,100.0,101.0
A Nehra,829753,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Nehra,829765,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Nehra,829773,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Nehra,829779,1.0,0.0,1.0,-2.0,50.0,3.0,75.0,73.0
A Nehra,829789,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
A Nehra,829797,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
