,id,balls_played,total_runs,is_wicket,fantasy_point_batting,balls_bowled,wicket_taken,fantasy_point_bowling,total_fantasy_points
RG Sharma,1082618,80.0,72.0,1.0,70.0,0.0,0.0,0.0,70.0
RG Sharma,1082625,26.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0
RG Sharma,1082628,78.0,67.0,0.0,67.0,0.0,0.0,0.0,67.0
RG Sharma,1082635,6.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
RG Sharma,1082638,45.0,77.0,1.0,75.0,0.0,0.0,0.0,75.0
RG Sharma,1082641,14.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0
RG Sharma,1082644,22.0,45.0,1.0,43.0,0.0,0.0,0.0,43.0
RG Sharma,1082647,4.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
RG Sharma,1082649,48.0,29.0,1.0,27.0,0.0,0.0,0.0,27.0
RG Sharma,1082650,23.0,29.0,1.0,27.0,0.0,0.0,0.0,27.0
RG Sharma,1136561,19.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
RG Sharma,1136567,10.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
RG Sharma,1136569,16.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
RG Sharma,1136574,54.0,117.0,2.0,113.0,0.0,0.0,0.0,113.0
RG Sharma,1136581,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RG Sharma,1136583,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
RG Sharma,1136587,70.0,69.0,0.0,69.0,0.0,0.0,0.0,69.0
RG Sharma,1136591,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RG Sharma,1136594,30.0,29.0,0.0,29.0,0.0,0.0,0.0,29.0
RG Sharma,1136597,11.0,12.0,1.0,10.0,0.0,0.0,0.0,10.0
RG Sharma,1136601,32.0,42.0,1.0,40.0,0.0,0.0,0.0,40.0
RG Sharma,1136607,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RG Sharma,1136610,10.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
RG Sharma,1136615,24.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
RG Sharma,1175358,26.0,16.0,1.0,14.0,0.0,0.0,0.0,14.0
RG Sharma,1175362,33.0,58.0,1.0,56.0,0.0,0.0,0.0,56.0
RG Sharma,1175364,18.0,37.0,1.0,35.0,0.0,0.0,0.0,35.0
RG Sharma,1175370,19.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
RG Sharma,1178394,14.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
RG Sharma,1178402,32.0,55.0,1.0,53.0,0.0,0.0,0.0,53.0
RG Sharma,1178406,40.0,35.0,1.0,33.0,0.0,0.0,0.0,33.0
RG Sharma,1178409,22.0,34.0,1.0,32.0,0.0,0.0,0.0,32.0
RG Sharma,1178411,7.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
RG Sharma,1178419,48.0,79.0,1.0,77.0,0.0,0.0,0.0,77.0
RG Sharma,1178422,18.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
RG Sharma,1178426,19.0,30.0,1.0,28.0,0.0,0.0,0.0,28.0
RG Sharma,1178431,98.0,64.0,0.0,64.0,0.0,0.0,0.0,64.0
RG Sharma,1181764,4.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0
RG Sharma,1181768,14.0,18.0,1.0,16.0,0.0,0.0,0.0,16.0
RG Sharma,1216492,10.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
RG Sharma,1216495,7.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
RG Sharma,1216503,47.0,87.0,2.0,83.0,0.0,0.0,0.0,83.0
RG Sharma,1216508,62.0,105.0,2.0,101.0,0.0,0.0,0.0,101.0
RG Sharma,1216511,24.0,45.0,1.0,43.0,0.0,0.0,0.0,43.0
RG Sharma,1216517,8.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
RG Sharma,1216526,72.0,48.0,1.0,46.0,0.0,0.0,0.0,46.0
RG Sharma,1216529,26.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
RG Sharma,1216538,5.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RG Sharma,1216547,16.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
RG Sharma,1237177,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RG Sharma,1237181,102.0,81.0,2.0,77.0,0.0,0.0,0.0,77.0
RJ Harris,392209,8.0,1.0,1.0,-1.0,24.0,0.0,0.0,-1.0
RJ Harris,392212,4.0,5.0,0.0,5.0,48.0,0.0,0.0,5.0
RJ Harris,392216,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
RJ Harris,392228,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
RJ Harris,392229,4.0,3.0,0.0,3.0,26.0,0.0,0.0,3.0
RJ Harris,392236,6.0,4.0,0.0,4.0,24.0,0.0,0.0,4.0
RJ Harris,392237,0.0,0.0,0.0,0.0,26.0,3.0,75.0,75.0
RJ Harris,392239,5.0,9.0,0.0,9.0,50.0,1.0,25.0,34.0
RJ Harris,419138,20.0,14.0,1.0,12.0,24.0,1.0,25.0,37.0
RJ Harris,419141,4.0,1.0,1.0,-1.0,25.0,2.0,50.0,49.0
RJ Harris,419145,0.0,0.0,0.0,0.0,27.0,2.0,50.0,50.0
RJ Harris,419147,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
RJ Harris,419151,9.0,15.0,0.0,15.0,50.0,3.0,75.0,90.0
RJ Harris,419156,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
RJ Harris,419163,16.0,18.0,1.0,16.0,25.0,3.0,75.0,91.0
RJ Harris,419164,10.0,3.0,1.0,1.0,38.0,0.0,0.0,1.0
RJ Harris,501206,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
RJ Harris,501212,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
RJ Harris,501220,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
RJ Harris,501223,2.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0
RJ Harris,501234,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
RJ Harris,501237,4.0,1.0,1.0,-1.0,24.0,2.0,50.0,49.0
RJ Harris,501244,50.0,19.0,1.0,17.0,24.0,3.0,75.0,92.0
RJ Harris,501248,4.0,5.0,1.0,3.0,54.0,1.0,25.0,28.0
RJ Harris,501251,4.0,7.0,1.0,5.0,24.0,1.0,25.0,30.0
RJ Harris,501254,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
RJ Harris,501257,2.0,2.0,0.0,2.0,50.0,1.0,25.0,27.0
RJ Harris,501260,0.0,0.0,0.0,0.0,44.0,3.0,75.0,75.0
RJ Harris,501264,2.0,0.0,1.0,-2.0,24.0,1.0,25.0,23.0
RJ Harris,548350,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
RJ Harris,548354,10.0,3.0,1.0,1.0,24.0,4.0,100.0,101.0
RJ Harris,548366,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
RJ Harris,548371,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
RJ Harris,548374,6.0,18.0,0.0,18.0,48.0,2.0,50.0,68.0
RJ Harris,598003,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
RJ Harris,598007,2.0,0.0,1.0,-2.0,48.0,0.0,0.0,-2.0
RJ Harris,598014,3.0,2.0,0.0,2.0,52.0,0.0,0.0,2.0
RJ Peterson,548339,14.0,21.0,0.0,21.0,6.0,0.0,0.0,21.0
RJ Peterson,548342,4.0,2.0,1.0,0.0,24.0,3.0,75.0,75.0
RJ Peterson,548346,12.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0
RJ Peterson,548351,14.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
RJ Peterson,548355,6.0,1.0,1.0,-1.0,12.0,0.0,0.0,-1.0
RJ Quiney,392190,2.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RJ Quiney,392195,16.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RJ Quiney,392198,22.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
RJ Quiney,392202,64.0,38.0,1.0,36.0,0.0,0.0,0.0,36.0
RJ Quiney,392225,40.0,63.0,1.0,61.0,0.0,0.0,0.0,61.0
RJ Quiney,392230,20.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RJ Quiney,392233,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
RK Bhui,1136580,10.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RK Bhui,1178405,26.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RK Singh,1136563,14.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RK Singh,1136565,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
RK Singh,1136593,40.0,24.0,1.0,22.0,0.0,0.0,0.0,22.0
RK Singh,1136601,6.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
RK Singh,1178413,25.0,35.0,1.0,33.0,0.0,0.0,0.0,33.0
RK Singh,1178418,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0
RK Singh,1178431,6.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
RK Singh,1216536,11.0,12.0,1.0,10.0,0.0,0.0,0.0,10.0
RN ten Doeschate,501203,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
RN ten Doeschate,501230,13.0,25.0,1.0,23.0,0.0,0.0,0.0,23.0
RN ten Doeschate,501267,12.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
RN ten Doeschate,501269,51.0,84.0,1.0,82.0,0.0,0.0,0.0,82.0
RN ten Doeschate,548315,4.0,3.0,1.0,1.0,42.0,1.0,25.0,26.0
RN ten Doeschate,548320,6.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0
RN ten Doeschate,548323,28.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
RN ten Doeschate,598053,21.0,36.0,1.0,34.0,12.0,0.0,0.0,34.0
RN ten Doeschate,598057,14.0,13.0,0.0,13.0,6.0,0.0,0.0,13.0
RN ten Doeschate,598061,60.0,48.0,1.0,46.0,6.0,0.0,0.0,46.0
RN ten Doeschate,598069,5.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
RN ten Doeschate,733979,2.0,0.0,1.0,-2.0,12.0,0.0,0.0,-2.0
RN ten Doeschate,733997,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
RN ten Doeschate,734015,30.0,29.0,0.0,29.0,6.0,0.0,0.0,29.0
RN ten Doeschate,734027,3.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0
RN ten Doeschate,734037,2.0,0.0,1.0,-2.0,6.0,1.0,25.0,23.0
RN ten Doeschate,734043,10.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
RN ten Doeschate,734049,6.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0
RN ten Doeschate,829733,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RN ten Doeschate,829739,4.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0
RN ten Doeschate,829765,56.0,46.0,1.0,44.0,0.0,0.0,0.0,44.0
RN ten Doeschate,829771,7.0,15.0,2.0,11.0,0.0,0.0,0.0,11.0
RN ten Doeschate,829781,7.0,8.0,1.0,6.0,14.0,1.0,25.0,31.0
RP Singh,335986,2.0,1.0,1.0,-1.0,36.0,1.0,25.0,24.0
RP Singh,335988,1.0,1.0,0.0,1.0,38.0,1.0,25.0,26.0
RP Singh,335990,0.0,0.0,0.0,0.0,52.0,2.0,50.0,50.0
RP Singh,335994,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
RP Singh,335999,2.0,2.0,0.0,2.0,50.0,0.0,0.0,2.0
RP Singh,336002,3.0,1.0,1.0,-1.0,36.0,0.0,0.0,-1.0
RP Singh,336007,0.0,0.0,0.0,0.0,20.0,2.0,50.0,50.0
RP Singh,336011,4.0,3.0,1.0,1.0,50.0,1.0,25.0,26.0
RP Singh,336014,8.0,7.0,0.0,7.0,25.0,1.0,25.0,32.0
RP Singh,336020,4.0,1.0,1.0,-1.0,25.0,1.0,25.0,24.0
RP Singh,336024,6.0,3.0,0.0,3.0,24.0,3.0,75.0,78.0
RP Singh,336031,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
RP Singh,336034,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
RP Singh,336037,4.0,14.0,1.0,12.0,54.0,0.0,0.0,12.0
RP Singh,392184,0.0,0.0,0.0,0.0,22.0,5.0,125.0,125.0
RP Singh,392188,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
RP Singh,392192,4.0,4.0,1.0,2.0,52.0,2.0,50.0,52.0
RP Singh,392196,0.0,0.0,0.0,0.0,23.0,1.0,25.0,25.0
RP Singh,392201,4.0,3.0,0.0,3.0,40.0,1.0,25.0,28.0
RP Singh,392205,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
RP Singh,392209,12.0,2.0,1.0,0.0,26.0,1.0,25.0,25.0
RP Singh,392212,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
RP Singh,392216,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
RP Singh,392220,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
RP Singh,392223,2.0,0.0,1.0,-2.0,25.0,0.0,0.0,-2.0
RP Singh,392228,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
RP Singh,392229,4.0,0.0,1.0,-2.0,26.0,3.0,75.0,73.0
RP Singh,392236,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
RP Singh,392237,0.0,0.0,0.0,0.0,26.0,4.0,100.0,100.0
RP Singh,392239,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
RP Singh,419106,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
RP Singh,419110,0.0,0.0,0.0,0.0,40.0,1.0,25.0,25.0
RP Singh,419117,2.0,4.0,0.0,4.0,50.0,1.0,25.0,29.0
RP Singh,419120,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
RP Singh,419126,4.0,3.0,0.0,3.0,24.0,0.0,0.0,3.0
RP Singh,419130,10.0,1.0,1.0,-1.0,25.0,3.0,75.0,74.0
RP Singh,419141,12.0,4.0,1.0,2.0,25.0,3.0,75.0,77.0
RP Singh,419145,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
RP Singh,419147,0.0,0.0,0.0,0.0,13.0,1.0,25.0,25.0
RP Singh,419151,0.0,0.0,0.0,0.0,52.0,2.0,50.0,50.0
RP Singh,419156,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
RP Singh,419163,6.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
RP Singh,501200,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
RP Singh,501207,1.0,1.0,0.0,1.0,36.0,0.0,0.0,1.0
RP Singh,501210,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
RP Singh,501215,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
RP Singh,501219,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
RP Singh,501225,1.0,1.0,1.0,-1.0,24.0,0.0,0.0,-1.0
RP Singh,501229,2.0,0.0,1.0,-2.0,26.0,2.0,50.0,48.0
RP Singh,501233,2.0,1.0,0.0,1.0,25.0,1.0,25.0,26.0
RP Singh,501238,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
RP Singh,501242,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
RP Singh,501247,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
RP Singh,501254,0.0,0.0,0.0,0.0,52.0,4.0,100.0,100.0
RP Singh,501258,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
RP Singh,501261,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
RP Singh,548325,4.0,0.0,1.0,-2.0,54.0,2.0,50.0,48.0
RP Singh,548334,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
RP Singh,548339,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
RP Singh,548342,2.0,1.0,0.0,1.0,25.0,0.0,0.0,1.0
RP Singh,548346,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
RP Singh,548355,2.0,1.0,0.0,1.0,25.0,3.0,75.0,76.0
RP Singh,548360,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
RP Singh,548367,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
RP Singh,548370,10.0,3.0,1.0,1.0,27.0,2.0,50.0,51.0
RP Singh,548377,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
RP Singh,548379,2.0,1.0,0.0,1.0,24.0,0.0,0.0,1.0
RP Singh,598008,0.0,0.0,0.0,0.0,25.0,4.0,100.0,100.0
RP Singh,598012,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
RP Singh,598017,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
RP Singh,598023,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
RP Singh,598027,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
RP Singh,598033,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
RP Singh,598036,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
RP Singh,598042,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
RP Singh,598048,0.0,0.0,0.0,0.0,26.0,3.0,75.0,75.0
RP Singh,598064,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
RP Singh,598068,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
RP Singh,980901,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
RP Singh,980911,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
RP Singh,980969,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
RP Singh,980979,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
RR Bhatkal,548318,2.0,0.0,2.0,-4.0,24.0,0.0,0.0,-4.0
RR Bose,392191,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
RR Pant,980945,34.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
RR Pant,980951,4.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
RR Pant,980961,80.0,83.0,1.0,81.0,0.0,0.0,0.0,81.0
RR Pant,980965,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
RR Pant,980971,6.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0
RR Pant,980983,54.0,48.0,0.0,48.0,0.0,0.0,0.0,48.0
RR Pant,980993,34.0,27.0,1.0,25.0,0.0,0.0,0.0,25.0
RR Pant,980997,9.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
RR Pant,981003,54.0,36.0,0.0,36.0,0.0,0.0,0.0,36.0
RR Pant,981011,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
RR Pant,1082595,78.0,71.0,1.0,69.0,0.0,0.0,0.0,69.0
RR Pant,1082599,22.0,36.0,1.0,34.0,0.0,0.0,0.0,34.0
RR Pant,1082605,9.0,18.0,1.0,16.0,0.0,0.0,0.0,16.0
RR Pant,1082608,17.0,49.0,1.0,47.0,0.0,0.0,0.0,47.0
RR Pant,1082611,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RR Pant,1082614,6.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RR Pant,1082622,4.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
RR Pant,1082626,6.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
RR Pant,1082630,40.0,41.0,1.0,39.0,0.0,0.0,0.0,39.0
RR Pant,1082632,88.0,124.0,1.0,122.0,0.0,0.0,0.0,122.0
RR Pant,1082635,6.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RR Pant,1082640,4.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0
RR Pant,1082642,22.0,44.0,1.0,42.0,0.0,0.0,0.0,42.0
RR Pant,1082646,68.0,53.0,1.0,51.0,0.0,0.0,0.0,51.0
RR Pant,1136562,13.0,34.0,1.0,32.0,0.0,0.0,0.0,32.0
RR Pant,1136566,30.0,25.0,1.0,23.0,0.0,0.0,0.0,23.0
RR Pant,1136569,50.0,57.0,1.0,55.0,0.0,0.0,0.0,55.0
RR Pant,1136573,60.0,58.0,1.0,56.0,0.0,0.0,0.0,56.0
RR Pant,1136579,50.0,113.0,1.0,111.0,0.0,0.0,0.0,111.0
RR Pant,1136582,14.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
RR Pant,1136586,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RR Pant,1136590,94.0,96.0,1.0,94.0,0.0,0.0,0.0,94.0
RR Pant,1136592,33.0,91.0,1.0,89.0,0.0,0.0,0.0,89.0
RR Pant,1136596,20.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
RR Pant,1136602,64.0,159.0,2.0,155.0,0.0,0.0,0.0,155.0
RR Pant,1136605,35.0,75.0,1.0,73.0,0.0,0.0,0.0,73.0
RR Pant,1136612,27.0,47.0,1.0,45.0,0.0,0.0,0.0,45.0
RR Pant,1136615,45.0,82.0,1.0,80.0,0.0,0.0,0.0,80.0
RR Pant,1175358,28.0,101.0,0.0,101.0,0.0,0.0,0.0,101.0
RR Pant,1175360,16.0,32.0,1.0,30.0,0.0,0.0,0.0,30.0
RR Pant,1175365,30.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
RR Pant,1175368,52.0,51.0,1.0,49.0,0.0,0.0,0.0,49.0
RR Pant,1175371,7.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0
RR Pant,1178395,28.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
RR Pant,1178401,64.0,56.0,1.0,54.0,0.0,0.0,0.0,54.0
RR Pant,1178405,19.0,27.0,1.0,25.0,0.0,0.0,0.0,25.0
RR Pant,1178409,22.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
RR Pant,1178412,16.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RR Pant,1178415,72.0,92.0,0.0,92.0,0.0,0.0,0.0,92.0
RR Pant,1178421,7.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
RR Pant,1178425,6.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
RR Pant,1178428,76.0,65.0,0.0,65.0,0.0,0.0,0.0,65.0
RR Pant,1181766,44.0,62.0,1.0,60.0,0.0,0.0,0.0,60.0
RR Pant,1181767,25.0,43.0,1.0,41.0,0.0,0.0,0.0,41.0
RR Pant,1216493,32.0,38.0,1.0,36.0,0.0,0.0,0.0,36.0
RR Pant,1216497,68.0,35.0,1.0,33.0,0.0,0.0,0.0,33.0
RR Pant,1216500,10.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0
RR Pant,1216505,16.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
RR Pant,1216515,19.0,47.0,1.0,45.0,0.0,0.0,0.0,45.0
RR Pant,1216519,26.0,46.0,1.0,44.0,0.0,0.0,0.0,44.0
RR Pant,1216524,74.0,43.0,1.0,41.0,0.0,0.0,0.0,41.0
RR Pant,1216532,56.0,39.0,1.0,37.0,0.0,0.0,0.0,37.0
RR Pant,1216535,24.0,23.0,1.0,21.0,0.0,0.0,0.0,21.0
RR Pant,1216539,26.0,44.0,0.0,44.0,0.0,0.0,0.0,44.0
RR Pant,1216546,20.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
RR Pant,1237177,18.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
RR Pant,1237180,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0
RR Pant,1237181,40.0,66.0,1.0,64.0,0.0,0.0,0.0,64.0
RR Powar,336019,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
RR Powar,336022,0.0,0.0,0.0,0.0,14.0,2.0,50.0,50.0
RR Powar,336031,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
RR Powar,336035,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
RR Powar,336039,21.0,35.0,0.0,35.0,38.0,0.0,0.0,35.0
RR Powar,392195,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
RR Powar,392200,10.0,11.0,0.0,11.0,50.0,1.0,25.0,36.0
RR Powar,392204,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
RR Powar,392207,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
RR Powar,392210,14.0,6.0,0.0,6.0,18.0,1.0,25.0,31.0
RR Powar,392226,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
RR Powar,392229,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
RR Powar,392234,10.0,8.0,0.0,8.0,24.0,2.0,50.0,58.0
RR Powar,419108,7.0,3.0,1.0,1.0,12.0,0.0,0.0,1.0
RR Powar,419121,1.0,2.0,0.0,2.0,50.0,1.0,25.0,27.0
RR Powar,419139,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
RR Powar,419143,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
RR Powar,419146,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
RR Powar,419149,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
RR Powar,419159,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
RR Powar,501210,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
RR Powar,501215,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
RR Powar,501219,6.0,3.0,0.0,3.0,48.0,1.0,25.0,28.0
RR Powar,501233,2.0,0.0,1.0,-2.0,12.0,1.0,25.0,23.0
RR Powar,501247,6.0,8.0,1.0,6.0,24.0,0.0,0.0,6.0
RR Powar,548359,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
RR Raje,336004,5.0,7.0,0.0,7.0,24.0,0.0,0.0,7.0
RR Raje,336008,0.0,0.0,0.0,0.0,19.0,2.0,50.0,50.0
RR Raje,336018,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
RR Raje,336021,0.0,0.0,0.0,0.0,14.0,2.0,50.0,50.0
RR Raje,336024,2.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0
RR Raje,336036,2.0,1.0,0.0,1.0,50.0,2.0,50.0,51.0
RR Raje,392181,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
RR Raje,392212,14.0,13.0,0.0,13.0,18.0,1.0,25.0,38.0
RR Raje,392215,2.0,1.0,1.0,-1.0,22.0,0.0,0.0,-1.0
RR Raje,392222,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
RR Rossouw,733977,46.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
RR Rossouw,733983,28.0,29.0,2.0,25.0,0.0,0.0,0.0,25.0
RR Rossouw,734035,4.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
RR Rossouw,829737,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
RR Rossouw,829745,18.0,18.0,1.0,16.0,0.0,0.0,0.0,16.0
RR Sarwan,335991,9.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
RR Sarwan,335999,30.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0
RR Sarwan,336006,64.0,40.0,1.0,38.0,0.0,0.0,0.0,38.0
RR Sarwan,336013,44.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
